id_ID,id_ell_light_uk,id_ell_moist_uk,id_ell_pH_uk,id_ell_N,id_li_form_B,id_ros,id_reprod_B,id_strategy,id_self_st,id_Breeding_sys,id_flw_muell,id_poll_vect_B,id_MycoFlor
Prunus cerasifera,6.0,5.0,7.0,6.0,M,r,s,c,I+,X,AB,in,OM
Prunus cerasus,6.0,5.0,7.0,5.0,M,r,ssv,c,SC,XF,AB,se,OM
Prunus domestica,6.0,5.0,7.0,5.0,M,r,ssv,c,SC,X,AB,se,FM
Prunus fruticosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,ssv,cs,not defined,not defined,AB,in,OM
Prunus mahaleb,7.0,3.0,8.0,2.0,M,r,s,c,not defined,not defined,AB,in,OM
Prunus padus,-5.0,6.0,6.0,6.0,M,r,ssv,c,not defined,not defined,AB,se,OM
Prunus persica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,SC,XF,AB,se,OM
Prunus serotina,-6.0,5.0,4.0,4.0,M,r,ssv,c,SI,X,AB,wi,OM
Prunus spinosa,6.0,4.0,7.0,5.0,N,r,sv,c,not defined,not defined,AB,se,FM
Prunus virginiana,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,ssv,c,not defined,not defined,AB,in,OM
Pseudognaphalium luteoalbum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,not defined,not defined,B`,in,OM
Pseudolysimachion spicatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,vvs,csr,SC,AFXF,B,se,OM
Pseudorchis albida,8.0,5.0,2.0,2.0,G,h,s,csr,SC,AFXF,B,se,OM
Pseudotsuga menziesii,4.0,5.0,5.0,5.0,M,r,s,c,C+,AFXF,W,wi,OM
Pteridium aquilinum,6.0,5.0,3.0,3.0,G,r,sv,c,SC,XF,not defined,not defined,FM
Puccinellia distans,8.0,6.0,7.0,4.0,H,h,sv,s,SI,X,W,wi,FM
Puccinellia limosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,s,not defined,not defined,W,wi,OM
Puccinellia maritima,9.0,8.0,7.0,6.0,H,h,sv,s,I+,X,W,wi,FM
Pulicaria dysenterica,7.0,7.0,7.0,4.0,H,r,sv,cs,not defined,not defined,B`,in,OM
Pulmonaria mollis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SI,X,H,in,OM
Pulmonaria obscura,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SI,X,H,in,OM
Pulmonaria officinalis,4.0,5.0,7.0,6.0,H,h,sv,csr,SI,X,B,in,FM
Pulsatilla alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B,se,OM
Pulsatilla patens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,csr,SC,XF,B,se,OM
Pulsatilla pratensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,s,csr,C+,X,B,in,OM
Pulsatilla vulgaris,7.0,2.0,7.0,2.0,H,g,sv,csr,C+,XF,BHb,se,FM
Pyrola chlorantha,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,s,SC,AFXF,B,se,OM
Pyrola media,4.0,4.0,4.0,2.0,H,g,sv,s,SC,AO,B,se,OM
Pyrola minor,5.0,5.0,3.0,2.0,H,g,sv,s,SC,AO,B,se,FM
Pyrola rotundifolia,4.0,5.0,5.0,3.0,H,g,sv,s,SC,AF,BD,se,OM
Pyrus communis,6.0,5.0,7.0,5.0,M,r,ssv,c,SI,X,ABDe,in,OM
Pyrus pyraster,6.0,4.0,7.0,5.0,M,r,ssv,c,SI,X,ABDe,in,OM
Quercus cerris,-6.0,4.0,6.0,4.0,M,r,s,c,SI,X,W,wi,OM
Quercus petraea,-6.0,5.0,3.0,4.0,M,r,s,c,SI,X,W,wi,OM
Quercus pubescens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,SI,X,W,wi,OM
Quercus robur,-7.0,5.0,5.0,4.0,M,r,s,c,I+,X,W,wi,OM
Quercus rubra,5.0,5.0,6.0,5.0,M,r,s,c,SI,X,W,wi,OM
Ranunculus acris,7.0,6.0,6.0,4.0,H,h,s,c,SI,X,AB,in,OM
Ranunculus alpestris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,s,not defined,not defined,AB,se,OM
Ranunculus aquatilis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,not defined,SC,AFXF,AB,se,OM
Ranunculus arvensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,r,SC,XF,AB,se,OM
Ranunculus bulbosus,7.0,3.0,7.0,3.0,G,h,s,csr,SI,X,AB,in,OM
Ranunculus cassubicus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,not defined,SC,AF,AB,se,OM
Ranunculus ficaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,vvs,csr,not defined,not defined,AB,in,FM
Ranunculus flammula,7.0,9.0,3.0,2.0,H,h,sv,csr,I+,X,AB,se,FM
Ranunculus fluitans,7.0,12.0,7.0,6.0,A,r,sv,not defined,SC,AO,AB,se,NM
Ranunculus glacialis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,s,not defined,not defined,AB,se,FM
Ranunculus lingua,7.0,10.0,6.0,6.0,H,r,sv,cs,SI,X,AB,se,FM
Ranunculus montanus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SI,X,AB,se,OM
Ranunculus nemorosus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SI,X,AB,in,OM
Ranunculus polyanthemos,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SI,X,AB,in,OM
Ranunculus repens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,I+,X,AB,se,FM
Ranunculus reptans,8.0,9.0,6.0,2.0,H,h,sv,s,C+,X,AB,in,OM
Ranunculus sardous,8.0,7.0,6.0,7.0,H,h,s,sr,SI,X,AB,se,OM
Ranunculus sceleratus,8.0,8.0,7.0,8.0,T,h,s,sr,SI,X,AB,in,FM
Raphanus raphanistrum,6.0,5.0,4.0,6.0,T,h,s,cr,SI,X,AB,se,NM
Raphanus sativus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,C+,X,AB,se,FM
Reseda alba,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,not defined,not defined,AB,in,NM
Reseda lutea,7.0,3.0,7.0,5.0,H,h,s,csr,I+,X,AB,in,FM
Reseda luteola,7.0,4.0,8.0,6.0,H,h,s,cs,SC,XF,AB,se,FM
Rhamnus cathartica,7.0,4.0,8.0,4.0,N,r,s,c,not defined,X,ADe,in,FM
Rhinanthus angustifolius,7.0,6.0,7.0,2.0,T,r,s,csr,SC,XF,Hh,se,FM
Rhinanthus minor,7.0,4.0,5.0,3.0,T,r,s,csr,SC,AFXF,Hh,se,FM
Rhodiola rosea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,csr,SC,X,AB,se,FM
Rhododendron ferrugineum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,cs,SC,XF,Hh,se,OM
Rhododendron hirsutum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,cs,SC,AFXF,Hh,se,OM
Rhododendron luteum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,not defined,SC,XF,F,in,FM
Rhodothamnus chamaecistus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,SC,AFXF,A,se,OM
Rhus coriaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,not defined,not defined,X,A,in,NM
Rhynchospora alba,8.0,9.0,2.0,1.0,G,h,sv,s,SC,XF,W,wi,NM
Ribes alpinum,5.0,5.0,7.0,6.0,N,r,s,c,not defined,X,B,in,FM
Ribes aureum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SI,X,B,in,OM
Ribes nigrum,4.0,7.0,6.0,5.0,N,r,s,c,I+,X,B,se,OM
Ribes rubrum,4.0,7.0,6.0,6.0,N,r,s,c,not defined,not defined,AB,se,OM
Ribes spicatum,4.0,6.0,7.0,6.0,N,r,s,c,not defined,not defined,B,se,OM
Ribes uva-crispa,4.0,5.0,6.0,6.0,N,r,sv,c,not defined,not defined,B,se,OM
Robinia pseudoacacia,-5.0,4.0,6.0,6.0,M,r,sv,c,not defined,not defined,H,in,OM
Roegneria canina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,SC,AF,W,wi,OM
Rorippa amphibia,7.0,10.0,7.0,8.0,H,h,sv,cs,SI,X,AB,se,NM
Rorippa palustris,7.0,8.0,6.0,7.0,H,h,sv,cr,SC,AO,AB,se,NM
Rosa arvensis,5.0,4.0,6.0,5.0,N,r,sv,c,SI,X,Po,se,OM
Rosa canina,7.0,4.0,7.0,4.0,N,r,s,c,SC,AF,Po,se,OM
Rosa glauca,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,AFXF,Po,se,OM
Rosa majalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,c,I+,X,Po,in,OM
Rosa mollis,5.0,3.0,7.0,2.0,N,r,sv,c,SC,AFXF,Po,se,OM
Rosa multiflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SI,X,Po,in,FM
Rosa pendulina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,c,C+,XF,Po,in,OM
Rosa rubiginosa,7.0,3.0,8.0,3.0,N,r,s,c,SC,AFXF,Po,se,OM
Rosa rugosa,8.0,5.0,7.0,6.0,N,r,sv,c,SC,X,Po,in,OM
Rubus allegheniensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rubus caesius,6.0,6.0,7.0,6.0,P,r,sv,c,SC,XF,B,se,OM
Rubus chamaemorus,9.0,7.0,1.0,1.0,P,r,vvs,cs,not defined,X,B,in,FM
Rubus hirtus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rubus idaeus,6.0,5.0,5.0,5.0,P,r,sv,c,SI,X,BH,se,FM
Rubus nessensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rubus odoratus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SI,X,B,in,OM
Rubus phoenicolasius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,not defined,not defined,B,in,OM
Rubus plicatus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rubus saxatilis,6.0,5.0,7.0,4.0,P,r,sv,csr,SI,X,BH,in,OM
Rubus ulmifolius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rubus vestitus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,P,r,sv,c,SC,XF,B,se,OM
Rudbeckia hirta,7.0,4.0,7.0,5.0,H,r,s,cr,SI,X,B`,in,OM
Rudbeckia laciniata,7.0,8.0,7.0,7.0,H,r,sv,c,not defined,not defined,B`,in,OM
Rumex acetosa,7.0,5.0,5.0,4.0,H,h,sv,c,not defined,X,Wb,wi,FM
Rumex acetosella,7.0,3.0,2.0,2.0,G,h,sv,csr,not defined,X,Wb,wi,FM
Rumex alpinus,7.0,6.0,6.0,8.0,H,h,sv,c,not defined,not defined,Wb,wi,FM
Rumex conglomeratus,7.0,7.0,7.0,7.0,H,h,s,c,SC,AF,Wb,wi,NM
Rumex crispus,7.0,6.0,6.0,6.0,H,h,sv,c,C+,AFXF,Wb,wi,FM
Rumex hydrolapathum,7.0,10.0,7.0,6.0,H,h,ssv,cs,not defined,not defined,Wb,wi,NM
Rumex longifolius,7.0,5.0,7.0,7.0,H,h,s,c,not defined,not defined,Wb,wi,FM
Rumex obtusifolius,7.0,5.0,6.0,8.0,H,h,ssv,c,C+,XF,Wb,wi,FM
Rumex palustris,7.0,8.0,7.0,8.0,H,h,s,sr,not defined,not defined,Wb,wi,NM
Rumex scutatus,8.0,4.0,7.0,3.0,C,h,sv,csr,not defined,not defined,Wb,wi,FM
Rumex thyrsiflorus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,not defined,X,Wb,wi,NM
Ruta graveolens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,s,cs,not defined,not defined,A,se,OM
Sagina apetala,9.0,4.0,6.0,3.0,T,r,s,r,SC,AO,AB,se,NM
Sagina maritima,9.0,7.0,7.0,4.0,T,r,s,sr,SC,AO,AB,se,OM
Sagina procumbens,7.0,5.0,5.0,5.0,C,h,s,csr,SC,AO,AB,se,NM
Sagina subulata,8.0,6.0,6.0,4.0,C,h,s,s,SC,AF,AB,se,NM
Sagittaria latifolia,7.0,10.0,7.0,7.0,A,g,sv,cs,SC,XF,Po,in,OM
Sagittaria sagittifolia,7.0,10.0,7.0,6.0,A,g,sv,cs,SC,AFXF,Po,in,FM
Salicornia europaea,9.0,8.0,8.0,6.0,T,r,s,s,SC,AF,Wb,wi,FM
Salix acutifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,X,AB,wi,OM
Salix alba,-5.0,7.0,7.0,7.0,M,r,s,c,not defined,X,AB,in,FM
Salix aurita,6.0,8.0,4.0,3.0,N,r,s,c,not defined,X,AB,in,FM
Salix caprea,7.0,6.0,6.0,6.0,M,r,s,c,not defined,X,AB,in,OM
Salix cinerea,6.0,8.0,5.0,4.0,N,r,sv,c,not defined,X,AB,in,OM
Salix daphnoides,-6.0,7.0,7.0,4.0,M,r,sv,c,not defined,X,AB,in,OM
Salix dasyclados,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,not defined,X,AB,in,OM
Salix fragilis,6.0,8.0,7.0,7.0,M,r,sv,c,not defined,X,AB,in,OM
Salix hastata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,cs,not defined,X,AB,in,OM
Salix herbacea,7.0,5.0,3.0,2.0,S,r,vvs,s,not defined,X,AB,wi,OM
Salix myrsinifolia,6.0,7.0,5.0,4.0,M,r,s,c,not defined,X,AB,in,OM
Salix myrtilloides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,cs,not defined,X,AB,in,FM
Salix purpurea,8.0,8.0,7.0,5.0,M,r,s,c,not defined,X,AB,in,OM
Salix repens,8.0,7.0,5.0,2.0,N,r,sv,c,not defined,X,AB,in,OM
Salix reticulata,7.0,6.0,8.0,3.0,S,r,sv,cs,not defined,X,AB,in,OM
Salix retusa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,sv,cs,not defined,X,AB,in,OM
Salix rosmarinifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,cs,not defined,X,AB,in,OM
Salix triandra,7.0,8.0,7.0,5.0,M,r,s,c,not defined,X,AB,in,OM
Salix viminalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,sv,cs,not defined,X,AB,in,OM
Salsola kali,9.0,6.0,7.0,8.0,T,r,s,sr,SC,AFXF,Wb,wi,FM
Salvia glutinosa,4.0,6.0,7.0,7.0,H,r,s,cs,SC,XF,Hh,in,OM
Salvia nemorosa,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cs,SC,XF,H,in,OM
Salvia officinalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,SC,XF,H,in,OM
Salvia pratensis,7.0,3.0,8.0,4.0,H,h,ssv,csr,SC,XF,Hh,se,OM
Salvia verticillata,7.0,4.0,7.0,5.0,H,r,ssv,csr,SC,XF,H,in,OM
Salvinia natans,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,not defined,not defined,X,not defined,not defined,FM
Sambucus nigra,6.0,5.0,6.0,7.0,M,r,s,c,SC,AF,Po,se,FM
Sambucus racemosa,6.0,5.0,5.0,7.0,N,r,s,c,SC,AF,PoDe,se,FM
Samolus valerandi,7.0,8.0,7.0,5.0,H,h,sv,s,SC,AF,Po,se,OM
Sanguisorba minor,7.0,3.0,7.0,3.0,H,h,ssv,csr,not defined,X,W,wi,OM
Sanguisorba officinalis,7.0,6.0,6.0,5.0,H,h,sv,cs,not defined,not defined,AB,se,OM
Sanicula europaea,3.0,5.0,7.0,5.0,H,g,sv,csr,SC,AFXF,A,ge,OM
Saponaria officinalis,7.0,5.0,6.0,5.0,H,r,sv,c,SC,AF,Fn,se,NM
Satureja hortensis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,r,SC,XF,B,in,OM
Saussurea alpina,8.0,6.0,6.0,3.0,H,h,sv,csr,not defined,not defined,B`,in,OM
Saussurea pygmaea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,in,OM
Saxifraga aizoides,8.0,9.0,6.0,2.0,C,r,sv,s,SC,AFXF,ADe,se,FM
Saxifraga bryoides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,sv,s,SC,XF,ADe,in,NM
Saxifraga cymbalaria,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,sr,SC,AFXF,A,se,FM
Saxifraga granulata,7.0,4.0,5.0,3.0,H,h,vvs,csr,SC,XF,AB,in,FM
Saxifraga hirculus,8.0,9.0,6.0,2.0,H,r,sv,s,SC,XF,A,in,NM
Saxifraga moschata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,sv,s,SC,XF,ADe,se,NM
Saxifraga oppositifolia,8.0,5.0,8.0,2.0,C,r,ssv,s,SC,XF,FHb,se,FM
Saxifraga paniculata,7.0,3.0,8.0,2.0,C,h,sv,csr,SC,XF,ADe,in,FM
Saxifraga stellaris,8.0,8.0,5.0,3.0,C,h,sv,s,SC,XF,ADe,se,FM
Scabiosa columbaria,8.0,3.0,8.0,2.0,H,h,ssv,csr,SC,XF,B`,in,OM
Scabiosa lucida,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,csr,SC,XF,B`,in,OM
Scabiosa ochroleuca,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,XF,B`,se,OM
Scandix pecten-veneris,7.0,3.0,7.0,4.0,H,h,s,r,SC,AF,A,se,OM
Scheuchzeria palustris,9.0,9.0,1.0,1.0,G,h,sv,s,SC,XF,W,wi,NM
Schoenoplectus supinus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,sr,SC,AFXF,W,wi,OM
Schoenoplectus tabernaemontani,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,cs,SC,XF,W,wi,NM
Schoenus ferrugineus,8.0,8.0,7.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Schoenus nigricans,8.0,8.0,7.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Scilla siberica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,XF,AB,in,OM
Scirpoides holoschoenus,8.0,7.0,7.0,4.0,G,h,sv,cs,SC,AFXF,W,wi,NM
Scirpus cyperinus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,s,SC,AFXF,W,wi,OM
Scirpus sylvaticus,6.0,8.0,4.0,4.0,G,h,sv,cs,SC,XF,W,wi,NM
Scleranthus annuus,6.0,4.0,2.0,4.0,T,r,s,r,SC,AO,AB,se,FM
Scolochloa festucacea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,cs,not defined,not defined,W,wi,OM
Scorzonera humilis,7.0,7.0,5.0,2.0,H,h,s,csr,not defined,not defined,B`,ge,OM
Scorzonera purpurea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,not defined,not defined,B`,ge,OM
Scrophularia auriculata,7.0,8.0,7.0,7.0,H,r,sv,cs,not defined,not defined,BHw,se,OM
Scrophularia nodosa,4.0,6.0,6.0,6.0,H,r,sv,cs,SC,XF,Hw,in,FM
Scrophularia umbrosa,6.0,9.0,7.0,7.0,H,r,sv,cs,not defined,not defined,BHw,se,NM
Scrophularia vernalis,5.0,5.0,7.0,6.0,H,r,s,csr,not defined,not defined,BHw,se,NM
Scutellaria galericulata,6.0,8.0,6.0,5.0,H,r,sv,csr,SC,AF,HhF,se,FM
Securigera varia,7.0,4.0,7.0,3.0,H,r,ssv,c,I+,X,H,in,FM
Sedum acre,8.0,2.0,6.0,1.0,C,r,sv,s,SC,AFXF,AB,se,FM
Sedum album,8.0,2.0,6.0,1.0,C,r,sv,s,SC,XF,AB,se,FM
Sedum alpestre,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum dasyphyllum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum forsterianum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,s,SC,AFXF,AB,se,NM
Sedum hispanicum,9.0,3.0,5.0,4.0,H,r,s,s,SC,AFXF,AB,se,NM
Sedum rubens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,sr,SC,AFXF,AB,se,NM
Sedum sarmentosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,not defined,SC,AFXF,AB,se,OM
Sedum spurium,8.0,3.0,5.0,3.0,C,h,sv,s,SC,AFXF,AB,se,NM
Sedum telephium,7.0,5.0,7.0,5.0,G,r,s,cs,SC,AFXF,AB,se,NM
Selaginella selaginoides,8.0,7.0,6.0,2.0,C,r,s,s,not defined,X,not defined,not defined,OM
Sempervivum arachnoideum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,h,vvs,s,SC,XF,B,se,NM
Sempervivum tectorum,8.0,2.0,4.0,4.0,C,h,vvs,s,SC,X,B,in,FM
Senecio erucifolius,7.0,3.0,7.0,4.0,H,h,sv,csr,SI,X,B`,in,OM
Senecio inaequidens,8.0,3.0,6.0,3.0,S,r,s,cs,not defined,not defined,B`,se,FM
Senecio incanus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,in,OM
Senecio jacobaea,7.0,4.0,6.0,4.0,H,h,ssv,c,SI,X,B`,in,FM
Senecio subalpinus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,B`,se,OM
Senecio sylvaticus,7.0,5.0,5.0,6.0,H,h,s,cr,SC,AF,B`,se,FM
Senecio vernalis,7.0,4.0,6.0,6.0,H,h,s,r,not defined,not defined,B`,in,OM
Senecio viscosus,8.0,3.0,6.0,4.0,H,h,s,sr,SC,AF,B`,se,OM
Senecio vulgaris,7.0,5.0,6.0,7.0,H,r,s,r,SC,AF,B`,se,FM
Serratula tinctoria,6.0,6.0,6.0,2.0,H,h,sv,c,not defined,not defined,B`,in,OM
Seseli libanotis,7.0,4.0,8.0,3.0,H,h,s,c,SC,XF,A,in,OM
Sesleria albicans,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,s,cs,I+,XF,W,wi,FM
Setaria italica,8.0,4.0,7.0,7.0,T,h,s,cr,SC,AF,W,wi,OM
Setaria pumila,7.0,4.0,5.0,6.0,T,h,ssv,r,SC,AO,W,se,OM
Setaria verticillata,7.0,4.0,6.0,7.0,T,h,ssv,cr,SC,AO,W,se,OM
Setaria viridis,7.0,4.0,6.0,6.0,T,h,s,r,SC,AFXF,W,wi,FM
Sherardia arvensis,6.0,4.0,6.0,4.0,H,r,s,r,SC,X,F,se,OM
Sibbaldia procumbens,8.0,5.0,4.0,3.0,H,h,sv,s,SC,XF,AD,se,FM
Sigesbeckia serrata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,not defined,not defined,B`,se,OM
Silaum silaus,7.0,5.0,7.0,3.0,H,h,s,c,SC,XF,A,in,OM
Silene acaulis,8.0,5.0,6.0,1.0,C,r,s,s,SC,XF,FHh,se,FM
Silene chlorantha,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,AFXF,Fn,in,NM
Silene dioica,5.0,6.0,6.0,7.0,H,h,ssv,c,SC,X,Ft,in,FM
Silene latifolia,7.0,4.0,7.0,6.0,H,h,ssv,c,SC,X,Fn,in,NM
Silene noctiflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,SC,AF,Fn,se,NM
Silene nutans,6.0,3.0,6.0,3.0,H,h,ssv,csr,SC,XF,Fn,se,FM
Silene otites,8.0,2.0,7.0,2.0,H,h,s,s,SC,X,FD,in,OM
Silene rupestris,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,csr,SC,XF,Fn,se,NM
Silene vulgaris,6.0,4.0,6.0,4.0,C,r,s,csr,SC,XF,FHh,se,NM
Sinapis alba,7.0,4.0,7.0,6.0,T,r,s,cr,SI,X,A,in,NM
Sinapis arvensis,7.0,5.0,7.0,6.0,T,r,s,cr,SI,X,A,se,FM
Sisymbrium altissimum,8.0,4.0,6.0,4.0,H,h,s,cr,SC,AO,AB,se,NM
Sisymbrium irio,8.0,3.0,7.0,5.0,H,h,s,r,SC,XF,AB,se,OM
Sisymbrium loeselii,7.0,4.0,7.0,5.0,H,h,s,cr,SC,AFXF,AB,se,FM
Sisymbrium officinale,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AO,AB,se,FM
Sisymbrium orientale,7.0,4.0,7.0,5.0,H,h,s,cr,SC,AF,AB,se,FM
Sium latifolium,7.0,10.0,7.0,7.0,H,h,sv,cs,SC,XF,A,ge,FM
Solanum dulcamara,6.0,8.0,6.0,7.0,S,r,sv,c,SC,AFXF,Po,in,FM
Solanum nigrum,7.0,5.0,7.0,8.0,T,r,s,r,SC,AF,Po,se,FM
Solanum tuberosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,cr,SC,X,Po,se,OM
Soldanella alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,s,SI,XF,Hb,se,FM
Solidago canadensis,7.0,5.0,6.0,6.0,H,r,sv,c,I+,X,B`,in,FM
Solidago gigantea,7.0,5.0,5.0,6.0,H,r,sv,c,not defined,not defined,B`,in,OM
Solidago graminifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,I+,X,B`,in,OM
Solidago virgaurea,5.0,5.0,4.0,3.0,H,r,sv,c,SI,X,B`,se,OM
Sonchus arvensis,7.0,5.0,7.0,6.0,H,h,sv,cr,SI,X,B`,se,FM
Sonchus asper,7.0,5.0,7.0,6.0,H,h,s,cr,SC,AF,B`,se,FM
Sonchus oleraceus,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AO,B`,se,OM
Sorbaria sorbifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,XF,AB,se,OM
